name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Primrose 859S,AB_859S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,54.7741,-110.580397,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Crow 860S,AB_860S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.73725,-112.207077,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Eureka River 861S,AB_861S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.422923,-119.004065,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
South Bezanson 862S,AB_862S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.222054,-118.357955,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Paintearth 863S,AB_863S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,52.430225,-111.755051,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Long Lake Cogen 864S,AB_864S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,56.405844,-110.95084,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Saddle Hills 865S,AB_865S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,55.460878,-119.062668,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sundance Blow-Down 867S,AB_867S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.472196,-114.529735,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Seal Lake 869S,AB_869S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.26776,-116.113889,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bigstone 86S,AB_86S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.019004,-113.485876,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Marion Lake 873S,AB_873S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.288467,-112.529252,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mackay River 874S,AB_874S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,57.041154,-111.90433,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Algar 875S,AB_875S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.29967,-111.736421,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Brintnell 876S,AB_876S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.153892,-113.463393,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kidney Lake 878S,AB_878S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.876434,-114.80876,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Scotford Upgrader 879S,AB_879S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,53.794575,-113.115636,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gaetz 87S,AB_87S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.302068,-113.728788,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Briker 880S,AB_880S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,53.087878,-110.298939,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sturgeon 2 881S,AB_881S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.942768,-117.204833,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Triangle 882S,AB_882S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.446519,-116.643632,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gregoire 883S,AB_883S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.466856,-111.305662,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mcmillan 885S,AB_885S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.753719,-112.233818,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Updike 886S,AB_886S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.409908,-119.821704,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mobil Oil Carson Creek 887S,AB_887S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,54.317367,-115.691561,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dover 888S,AB_888S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.030096,-111.919909,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mahkeses 889S,AB_889S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,54.585324,-110.391755,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Melito 890S,AB_890S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.441564,-117.219335,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ribstone Creek 892S,AB_892S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.14431,-111.198401,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Suffield 895S,AB_895S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,50.232023,-111.172422,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Heart Lake 898S,AB_898S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.044372,-111.648785,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Edgerton 899S,AB_899S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.770528,-110.464686,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ellerslie 89S,AB_89S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.433811,-113.459539,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Loyalist 903S,AB_903S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.92647,-110.614831,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Meikle 905S,AB_905S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.103102,-117.564843,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ross Creek 906S,AB_906S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.72429,-113.173789,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Waddel 907S,AB_907S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.817806,-111.452971,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mahno 909S,AB_909S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.688009,-110.506909,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Excel 910S,AB_910S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.415495,-110.52756,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bindloss 914S,AB_914S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,50.85637,-110.34892,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Horse River 917S,AB_917S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.110983,-111.806894,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bauer 918S,AB_918S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,53.234189,-111.032734,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Jack Pine 920S,AB_920S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.239189,-111.393856,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Green Stocking 925S,AB_925S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.2427,-111.071193,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Buchanan Creek 927S,AB_927S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.908973,-117.58177,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
East Stavely 928S,AB_928S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.166791,-113.391505,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Viscount 92S,AB_92S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.652835,-113.56686,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Arcenciel 930S ,AB_930S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,58.415456,-119.289403,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bohn 931S,AB_931S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.825207,-110.789795,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Pemukan 932S,AB_932S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.984771,-110.60364,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tower Road 933S,AB_933S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.747523,-111.506914,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Black Fly 934S,AB_934S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,57.177212,-111.131443,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Norberg 936S,AB_936S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.271603,-111.47533,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
AMR02 937S,AB_937S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,56.785071,-112.109,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Livock 939S,AB_939S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.380991,-113.006052,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Beartrap 940S,AB_940S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.204387,-110.500795,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bitumount 941S,AB_941S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,57.353151,-111.642207,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nabiye 942S,AB_942S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,54.727284,-110.346497,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lowe Lake 944S,AB_944S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,55.331514,-119.211216,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sunshine Village 945S,AB_945S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.166721,-115.68657,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Oakland 946S,AB_946S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.357033,-111.806536,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Weasel Creek 947S,AB_947S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.150097,-112.811935,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Heatburg 948S,AB_948S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.142017,-113.239779,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Germain 950S,AB_950S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.367112,-113.395382,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Thickwood Hills 951S,AB_951S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.770231,-111.713545,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lake Louise 953S,AB_953S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.429992,-116.174277,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Watt Lake 956S,AB_956S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,53.804055,-111.933911,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mcclelland 957S,AB_957S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,57.4292,-111.143589,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lanfine 959S,AB_959S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.405301,-110.561189,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Imperial Oil Edmonton 95S,AB_95S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,53.546006,-113.398867,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Birchwood Creek 960S,AB_960S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,56.763376,-112.133568,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coyote Lake 963S,AB_963S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,51.442463,-112.211905,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Pigeon Lake 964S,AB_964S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.988004,-113.90107,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Red Coat 967S,AB_967S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.552055,-112.41804,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, notes:None",
Lindbergh 969S,AB_969S_GSS,GSS,Generating Substation,ATCO Electric Ltd.,AB,53.99434,-110.597011,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bourque 970S,AB_970S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,54.626967,-110.557932,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tinchebray 972S,AB_972S_DSS,DSS,Distribution Substation,ATCO Electric Ltd.,AB,52.384324,-112.04683,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dalehurst 975S,AB_975S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.507755,-117.339067,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
