local_time,province,daily_hour_ending,annual_hour_ending,demand_MWh
2020-06-19 11:00:00,BC,12,4092,7066
2020-06-19 12:00:00,BC,13,4093,7112
2020-06-19 13:00:00,BC,14,4094,7093
2020-06-19 14:00:00,BC,15,4095,7044
2020-06-19 15:00:00,BC,16,4096,7061
2020-06-19 16:00:00,BC,17,4097,7110
2020-06-19 17:00:00,BC,18,4098,7006
2020-06-19 18:00:00,BC,19,4099,6827
2020-06-19 19:00:00,BC,20,4100,6642
2020-06-19 20:00:00,BC,21,4101,6561
2020-06-19 21:00:00,BC,22,4102,6320
2020-06-19 22:00:00,BC,23,4103,5928
2020-06-19 23:00:00,BC,24,4104,5562
2020-06-20 00:00:00,BC,1,4105,5346
2020-06-20 01:00:00,BC,2,4106,5220
2020-06-20 02:00:00,BC,3,4107,5150
2020-06-20 03:00:00,BC,4,4108,5146
2020-06-20 04:00:00,BC,5,4109,5164
2020-06-20 05:00:00,BC,6,4110,5235
2020-06-20 06:00:00,BC,7,4111,5534
2020-06-20 07:00:00,BC,8,4112,5898
2020-06-20 08:00:00,BC,9,4113,6228
2020-06-20 09:00:00,BC,10,4114,6426
2020-06-20 10:00:00,BC,11,4115,6519
2020-06-20 11:00:00,BC,12,4116,6615
2020-06-20 12:00:00,BC,13,4117,6580
2020-06-20 13:00:00,BC,14,4118,6488
2020-06-20 14:00:00,BC,15,4119,6439
2020-06-20 15:00:00,BC,16,4120,6512
2020-06-20 16:00:00,BC,17,4121,6622
2020-06-20 17:00:00,BC,18,4122,6565
2020-06-20 18:00:00,BC,19,4123,6468
2020-06-20 19:00:00,BC,20,4124,6332
2020-06-20 20:00:00,BC,21,4125,6255
2020-06-20 21:00:00,BC,22,4126,6077
2020-06-20 22:00:00,BC,23,4127,5756
2020-06-20 23:00:00,BC,24,4128,5421
2020-06-21 00:00:00,BC,1,4129,5239
2020-06-21 01:00:00,BC,2,4130,5057
2020-06-21 02:00:00,BC,3,4131,5003
2020-06-21 03:00:00,BC,4,4132,4965
2020-06-21 04:00:00,BC,5,4133,4943
2020-06-21 05:00:00,BC,6,4134,5031
2020-06-21 06:00:00,BC,7,4135,5312
2020-06-21 07:00:00,BC,8,4136,5673
2020-06-21 08:00:00,BC,9,4137,6060
2020-06-21 09:00:00,BC,10,4138,6290
2020-06-21 10:00:00,BC,11,4139,6412
2020-06-21 11:00:00,BC,12,4140,6474
2020-06-21 12:00:00,BC,13,4141,6438
2020-06-21 13:00:00,BC,14,4142,6386
2020-06-21 14:00:00,BC,15,4143,6360
2020-06-21 15:00:00,BC,16,4144,6492
2020-06-21 16:00:00,BC,17,4145,6605
2020-06-21 17:00:00,BC,18,4146,6536
2020-06-21 18:00:00,BC,19,4147,6456
2020-06-21 19:00:00,BC,20,4148,6346
2020-06-21 20:00:00,BC,21,4149,6306
2020-06-21 21:00:00,BC,22,4150,6080
2020-06-21 22:00:00,BC,23,4151,5688
2020-06-21 23:00:00,BC,24,4152,5347
2020-06-22 00:00:00,BC,1,4153,5159
2020-06-22 01:00:00,BC,2,4154,5067
2020-06-22 02:00:00,BC,3,4155,5031
2020-06-22 03:00:00,BC,4,4156,5088
2020-06-22 04:00:00,BC,5,4157,5228
2020-06-22 05:00:00,BC,6,4158,5617
2020-06-22 06:00:00,BC,7,4159,6161
2020-06-22 07:00:00,BC,8,4160,6522
2020-06-22 08:00:00,BC,9,4161,6755
2020-06-22 09:00:00,BC,10,4162,6911
2020-06-22 10:00:00,BC,11,4163,7026
2020-06-22 11:00:00,BC,12,4164,7128
2020-06-22 12:00:00,BC,13,4165,7116
2020-06-22 13:00:00,BC,14,4166,7084
2020-06-22 14:00:00,BC,15,4167,7057
2020-06-22 15:00:00,BC,16,4168,7114
2020-06-22 16:00:00,BC,17,4169,7262
2020-06-22 17:00:00,BC,18,4170,7182
2020-06-22 18:00:00,BC,19,4171,6979
2020-06-22 19:00:00,BC,20,4172,6813
2020-06-22 20:00:00,BC,21,4173,6677
2020-06-22 21:00:00,BC,22,4174,6398
2020-06-22 22:00:00,BC,23,4175,5952
2020-06-22 23:00:00,BC,24,4176,5561
2020-06-23 00:00:00,BC,1,4177,5314
2020-06-23 01:00:00,BC,2,4178,5195
2020-06-23 02:00:00,BC,3,4179,5129
2020-06-23 03:00:00,BC,4,4180,5139
2020-06-23 04:00:00,BC,5,4181,5270
2020-06-23 05:00:00,BC,6,4182,5667
2020-06-23 06:00:00,BC,7,4183,6228
2020-06-23 07:00:00,BC,8,4184,6610
2020-06-23 08:00:00,BC,9,4185,6868
2020-06-23 09:00:00,BC,10,4186,7009
2020-06-23 10:00:00,BC,11,4187,7098
2020-06-23 11:00:00,BC,12,4188,7218
2020-06-23 12:00:00,BC,13,4189,7228
2020-06-23 13:00:00,BC,14,4190,7220
2020-06-23 14:00:00,BC,15,4191,7252
2020-06-23 15:00:00,BC,16,4192,7536
2020-06-23 16:00:00,BC,17,4193,7411
2020-06-23 17:00:00,BC,18,4194,7242
2020-06-23 18:00:00,BC,19,4195,7013
2020-06-23 19:00:00,BC,20,4196,6847
2020-06-23 20:00:00,BC,21,4197,6748
2020-06-23 21:00:00,BC,22,4198,6446
2020-06-23 22:00:00,BC,23,4199,6010
2020-06-23 23:00:00,BC,24,4200,5628
2020-06-24 00:00:00,BC,1,4201,5446
2020-06-24 01:00:00,BC,2,4202,5338
2020-06-24 02:00:00,BC,3,4203,5271
2020-06-24 03:00:00,BC,4,4204,5248
2020-06-24 04:00:00,BC,5,4205,5405
2020-06-24 05:00:00,BC,6,4206,5724
2020-06-24 06:00:00,BC,7,4207,6514
2020-06-24 07:00:00,BC,8,4208,6614
2020-06-24 08:00:00,BC,9,4209,6839
2020-06-24 09:00:00,BC,10,4210,6983
2020-06-24 10:00:00,BC,11,4211,7072
2020-06-24 11:00:00,BC,12,4212,7184
2020-06-24 12:00:00,BC,13,4213,7168
2020-06-24 13:00:00,BC,14,4214,7159
2020-06-24 14:00:00,BC,15,4215,7177
2020-06-24 15:00:00,BC,16,4216,7267
2020-06-24 16:00:00,BC,17,4217,7344
2020-06-24 17:00:00,BC,18,4218,7230
2020-06-24 18:00:00,BC,19,4219,7004
2020-06-24 19:00:00,BC,20,4220,6830
2020-06-24 20:00:00,BC,21,4221,6715
2020-06-24 21:00:00,BC,22,4222,6456
2020-06-24 22:00:00,BC,23,4223,6032
2020-06-24 23:00:00,BC,24,4224,5600
2020-06-25 00:00:00,BC,1,4225,5391
2020-06-25 01:00:00,BC,2,4226,5250
2020-06-25 02:00:00,BC,3,4227,5198
2020-06-25 03:00:00,BC,4,4228,5231
2020-06-25 04:00:00,BC,5,4229,5384
2020-06-25 05:00:00,BC,6,4230,5783
2020-06-25 06:00:00,BC,7,4231,6307
2020-06-25 07:00:00,BC,8,4232,6722
2020-06-25 08:00:00,BC,9,4233,6951
2020-06-25 09:00:00,BC,10,4234,7128
2020-06-25 10:00:00,BC,11,4235,7318
2020-06-25 11:00:00,BC,12,4236,7426
2020-06-25 12:00:00,BC,13,4237,7422
2020-06-25 13:00:00,BC,14,4238,7464
2020-06-25 14:00:00,BC,15,4239,7374
2020-06-25 15:00:00,BC,16,4240,7527
2020-06-25 16:00:00,BC,17,4241,7528
2020-06-25 17:00:00,BC,18,4242,7378
2020-06-25 18:00:00,BC,19,4243,7212
2020-06-25 19:00:00,BC,20,4244,6985
2020-06-25 20:00:00,BC,21,4245,6870
2020-06-25 21:00:00,BC,22,4246,6567
2020-06-25 22:00:00,BC,23,4247,6107
2020-06-25 23:00:00,BC,24,4248,5678
2020-06-26 00:00:00,BC,1,4249,5409
2020-06-26 01:00:00,BC,2,4250,5257
2020-06-26 02:00:00,BC,3,4251,5174
2020-06-26 03:00:00,BC,4,4252,5247
2020-06-26 04:00:00,BC,5,4253,5325
2020-06-26 05:00:00,BC,6,4254,5719
2020-06-26 06:00:00,BC,7,4255,6237
2020-06-26 07:00:00,BC,8,4256,6627
2020-06-26 08:00:00,BC,9,4257,6871
2020-06-26 09:00:00,BC,10,4258,7023
2020-06-26 10:00:00,BC,11,4259,7149
2020-06-26 11:00:00,BC,12,4260,7239
2020-06-26 12:00:00,BC,13,4261,7256
2020-06-26 13:00:00,BC,14,4262,7354
2020-06-26 14:00:00,BC,15,4263,7091
2020-06-26 15:00:00,BC,16,4264,7058
2020-06-26 16:00:00,BC,17,4265,7090
2020-06-26 17:00:00,BC,18,4266,6963
2020-06-26 18:00:00,BC,19,4267,6778
2020-06-26 19:00:00,BC,20,4268,6586
2020-06-26 20:00:00,BC,21,4269,6514
2020-06-26 21:00:00,BC,22,4270,6269
2020-06-26 22:00:00,BC,23,4271,5898
2020-06-26 23:00:00,BC,24,4272,5527
2020-06-27 00:00:00,BC,1,4273,5299
2020-06-27 01:00:00,BC,2,4274,5133
2020-06-27 02:00:00,BC,3,4275,5050
2020-06-27 03:00:00,BC,4,4276,5044
2020-06-27 04:00:00,BC,5,4277,5047
2020-06-27 05:00:00,BC,6,4278,5213
2020-06-27 06:00:00,BC,7,4279,5523
2020-06-27 07:00:00,BC,8,4280,5912
2020-06-27 08:00:00,BC,9,4281,6226
2020-06-27 09:00:00,BC,10,4282,6403
2020-06-27 10:00:00,BC,11,4283,6502
2020-06-27 11:00:00,BC,12,4284,6565
2020-06-27 12:00:00,BC,13,4285,6478
2020-06-27 13:00:00,BC,14,4286,6363
2020-06-27 14:00:00,BC,15,4287,6288
2020-06-27 15:00:00,BC,16,4288,6359
2020-06-27 16:00:00,BC,17,4289,6427
2020-06-27 17:00:00,BC,18,4290,6386
2020-06-27 18:00:00,BC,19,4291,6262
2020-06-27 19:00:00,BC,20,4292,6134
2020-06-27 20:00:00,BC,21,4293,6112
2020-06-27 21:00:00,BC,22,4294,5958
2020-06-27 22:00:00,BC,23,4295,5627
2020-06-27 23:00:00,BC,24,4296,5311
2020-06-28 00:00:00,BC,1,4297,5130
2020-06-28 01:00:00,BC,2,4298,5020
2020-06-28 02:00:00,BC,3,4299,4955
2020-06-28 03:00:00,BC,4,4300,4938
2020-06-28 04:00:00,BC,5,4301,4923
2020-06-28 05:00:00,BC,6,4302,5056
2020-06-28 06:00:00,BC,7,4303,5304
2020-06-28 07:00:00,BC,8,4304,5681
2020-06-28 08:00:00,BC,9,4305,5957
2020-06-28 09:00:00,BC,10,4306,6144
2020-06-28 10:00:00,BC,11,4307,6263
2020-06-28 11:00:00,BC,12,4308,6236
2020-06-28 12:00:00,BC,13,4309,6210
2020-06-28 13:00:00,BC,14,4310,6176
2020-06-28 14:00:00,BC,15,4311,6155
2020-06-28 15:00:00,BC,16,4312,6297
2020-06-28 16:00:00,BC,17,4313,6443
2020-06-28 17:00:00,BC,18,4314,6466
2020-06-28 18:00:00,BC,19,4315,6390
2020-06-28 19:00:00,BC,20,4316,6295
2020-06-28 20:00:00,BC,21,4317,6240
2020-06-28 21:00:00,BC,22,4318,6058
2020-06-28 22:00:00,BC,23,4319,5646
2020-06-28 23:00:00,BC,24,4320,5321
2020-06-29 00:00:00,BC,1,4321,5139
2020-06-29 01:00:00,BC,2,4322,5037
2020-06-29 02:00:00,BC,3,4323,5004
2020-06-29 03:00:00,BC,4,4324,5036
2020-06-29 04:00:00,BC,5,4325,5166
2020-06-29 05:00:00,BC,6,4326,5516
2020-06-29 06:00:00,BC,7,4327,6083
2020-06-29 07:00:00,BC,8,4328,6499
2020-06-29 08:00:00,BC,9,4329,6768
2020-06-29 09:00:00,BC,10,4330,6912
2020-06-29 10:00:00,BC,11,4331,6995
2020-06-29 11:00:00,BC,12,4332,7049
2020-06-29 12:00:00,BC,13,4333,7059
2020-06-29 13:00:00,BC,14,4334,7086
2020-06-29 14:00:00,BC,15,4335,7048
2020-06-29 15:00:00,BC,16,4336,7157
2020-06-29 16:00:00,BC,17,4337,7219
2020-06-29 17:00:00,BC,18,4338,7045
2020-06-29 18:00:00,BC,19,4339,6912
2020-06-29 19:00:00,BC,20,4340,6742
2020-06-29 20:00:00,BC,21,4341,6637
2020-06-29 21:00:00,BC,22,4342,6331
2020-06-29 22:00:00,BC,23,4343,5888
2020-06-29 23:00:00,BC,24,4344,5510
2020-06-30 00:00:00,BC,1,4345,5291
2020-06-30 01:00:00,BC,2,4346,5171
2020-06-30 02:00:00,BC,3,4347,5105
2020-06-30 03:00:00,BC,4,4348,5095
2020-06-30 04:00:00,BC,5,4349,5244
2020-06-30 05:00:00,BC,6,4350,5575
2020-06-30 06:00:00,BC,7,4351,6120
2020-06-30 07:00:00,BC,8,4352,6504
2020-06-30 08:00:00,BC,9,4353,6726
2020-06-30 09:00:00,BC,10,4354,6837
2020-06-30 10:00:00,BC,11,4355,6938
2020-06-30 11:00:00,BC,12,4356,6938
2020-06-30 12:00:00,BC,13,4357,6915
2020-06-30 13:00:00,BC,14,4358,6791
2020-06-30 14:00:00,BC,15,4359,6709
2020-06-30 15:00:00,BC,16,4360,6758
2020-06-30 16:00:00,BC,17,4361,6841
2020-06-30 17:00:00,BC,18,4362,6731
2020-06-30 18:00:00,BC,19,4363,6561
2020-06-30 19:00:00,BC,20,4364,6433
2020-06-30 20:00:00,BC,21,4365,6382
2020-06-30 21:00:00,BC,22,4366,6154
2020-06-30 22:00:00,BC,23,4367,5776
2020-06-30 23:00:00,BC,24,4368,5418
2020-07-01 00:00:00,BC,1,4369,5180
2020-07-01 01:00:00,BC,2,4370,5083
2020-07-01 02:00:00,BC,3,4371,5038
2020-07-01 03:00:00,BC,4,4372,5025
2020-07-01 04:00:00,BC,5,4373,5088
2020-07-01 05:00:00,BC,6,4374,5266
2020-07-01 06:00:00,BC,7,4375,5589
2020-07-01 07:00:00,BC,8,4376,5928
2020-07-01 08:00:00,BC,9,4377,6212
2020-07-01 09:00:00,BC,10,4378,6377
2020-07-01 10:00:00,BC,11,4379,6519
2020-07-01 11:00:00,BC,12,4380,6567
2020-07-01 12:00:00,BC,13,4381,6503
2020-07-01 13:00:00,BC,14,4382,6436
2020-07-01 14:00:00,BC,15,4383,6422
2020-07-01 15:00:00,BC,16,4384,6486
2020-07-01 16:00:00,BC,17,4385,6616
2020-07-01 17:00:00,BC,18,4386,6530
2020-07-01 18:00:00,BC,19,4387,6431
2020-07-01 19:00:00,BC,20,4388,6344
2020-07-01 20:00:00,BC,21,4389,6257
2020-07-01 21:00:00,BC,22,4390,5943
2020-07-01 22:00:00,BC,23,4391,5587
2020-07-01 23:00:00,BC,24,4392,5325
2020-07-02 00:00:00,BC,1,4393,5167
2020-07-02 01:00:00,BC,2,4394,5057
2020-07-02 02:00:00,BC,3,4395,5039
2020-07-02 03:00:00,BC,4,4396,5076
2020-07-02 04:00:00,BC,5,4397,5242
2020-07-02 05:00:00,BC,6,4398,5588
2020-07-02 06:00:00,BC,7,4399,6145
2020-07-02 07:00:00,BC,8,4400,6512
2020-07-02 08:00:00,BC,9,4401,6679
2020-07-02 09:00:00,BC,10,4402,6774
2020-07-02 10:00:00,BC,11,4403,6835
2020-07-02 11:00:00,BC,12,4404,6902
2020-07-02 12:00:00,BC,13,4405,6846
2020-07-02 13:00:00,BC,14,4406,6746
2020-07-02 14:00:00,BC,15,4407,6697
2020-07-02 15:00:00,BC,16,4408,6763
2020-07-02 16:00:00,BC,17,4409,6903
2020-07-02 17:00:00,BC,18,4410,6822
2020-07-02 18:00:00,BC,19,4411,6644
2020-07-02 19:00:00,BC,20,4412,6489
2020-07-02 20:00:00,BC,21,4413,6391
2020-07-02 21:00:00,BC,22,4414,6069
2020-07-02 22:00:00,BC,23,4415,5682
2020-07-02 23:00:00,BC,24,4416,5347
2020-07-03 00:00:00,BC,1,4417,5132
2020-07-03 01:00:00,BC,2,4418,5038
2020-07-03 02:00:00,BC,3,4419,4998
2020-07-03 03:00:00,BC,4,4420,5024
2020-07-03 04:00:00,BC,5,4421,5200
2020-07-03 05:00:00,BC,6,4422,5498
2020-07-03 06:00:00,BC,7,4423,5985
2020-07-03 07:00:00,BC,8,4424,6323
2020-07-03 08:00:00,BC,9,4425,6531
2020-07-03 09:00:00,BC,10,4426,6683
2020-07-03 10:00:00,BC,11,4427,6736
2020-07-03 11:00:00,BC,12,4428,6770
2020-07-03 12:00:00,BC,13,4429,6710
2020-07-03 13:00:00,BC,14,4430,6712
2020-07-03 14:00:00,BC,15,4431,6675
2020-07-03 15:00:00,BC,16,4432,6724
2020-07-03 16:00:00,BC,17,4433,6792
2020-07-03 17:00:00,BC,18,4434,6709
2020-07-03 18:00:00,BC,19,4435,6599
2020-07-03 19:00:00,BC,20,4436,6436
2020-07-03 20:00:00,BC,21,4437,6352
2020-07-03 21:00:00,BC,22,4438,6132
2020-07-03 22:00:00,BC,23,4439,5753
2020-07-03 23:00:00,BC,24,4440,5401
2020-07-04 00:00:00,BC,1,4441,5239
2020-07-04 01:00:00,BC,2,4442,5103
2020-07-04 02:00:00,BC,3,4443,5046
2020-07-04 03:00:00,BC,4,4444,5043
2020-07-04 04:00:00,BC,5,4445,5055
2020-07-04 05:00:00,BC,6,4446,5187
2020-07-04 06:00:00,BC,7,4447,5498
2020-07-04 07:00:00,BC,8,4448,5844
2020-07-04 08:00:00,BC,9,4449,6114
2020-07-04 09:00:00,BC,10,4450,6257
2020-07-04 10:00:00,BC,11,4451,6354
2020-07-04 11:00:00,BC,12,4452,6354
2020-07-04 12:00:00,BC,13,4453,6293
2020-07-04 13:00:00,BC,14,4454,6236
2020-07-04 14:00:00,BC,15,4455,6223
2020-07-04 15:00:00,BC,16,4456,6291
2020-07-04 16:00:00,BC,17,4457,6391
2020-07-04 17:00:00,BC,18,4458,6365
2020-07-04 18:00:00,BC,19,4459,6244
2020-07-04 19:00:00,BC,20,4460,6142
2020-07-04 20:00:00,BC,21,4461,6104
2020-07-04 21:00:00,BC,22,4462,5947
2020-07-04 22:00:00,BC,23,4463,5618
2020-07-04 23:00:00,BC,24,4464,5293
2020-07-05 00:00:00,BC,1,4465,5136
2020-07-05 01:00:00,BC,2,4466,5021
2020-07-05 02:00:00,BC,3,4467,4959
2020-07-05 03:00:00,BC,4,4468,4951
2020-07-05 04:00:00,BC,5,4469,4930
2020-07-05 05:00:00,BC,6,4470,5050
2020-07-05 06:00:00,BC,7,4471,5307
2020-07-05 07:00:00,BC,8,4472,5653
2020-07-05 08:00:00,BC,9,4473,5950
2020-07-05 09:00:00,BC,10,4474,6184
2020-07-05 10:00:00,BC,11,4475,6313
2020-07-05 11:00:00,BC,12,4476,6364
2020-07-05 12:00:00,BC,13,4477,6375
2020-07-05 13:00:00,BC,14,4478,6370
2020-07-05 14:00:00,BC,15,4479,6393
2020-07-05 15:00:00,BC,16,4480,6514
2020-07-05 16:00:00,BC,17,4481,6685
2020-07-05 17:00:00,BC,18,4482,6694
2020-07-05 18:00:00,BC,19,4483,6563
2020-07-05 19:00:00,BC,20,4484,6399
2020-07-05 20:00:00,BC,21,4485,6314
2020-07-05 21:00:00,BC,22,4486,6085
2020-07-05 22:00:00,BC,23,4487,5662
2020-07-05 23:00:00,BC,24,4488,5344
2020-07-06 00:00:00,BC,1,4489,5152
2020-07-06 01:00:00,BC,2,4490,5054
2020-07-06 02:00:00,BC,3,4491,5001
2020-07-06 03:00:00,BC,4,4492,5059
2020-07-06 04:00:00,BC,5,4493,5211
2020-07-06 05:00:00,BC,6,4494,5578
2020-07-06 06:00:00,BC,7,4495,6083
2020-07-06 07:00:00,BC,8,4496,6494
2020-07-06 08:00:00,BC,9,4497,6741
2020-07-06 09:00:00,BC,10,4498,6867
2020-07-06 10:00:00,BC,11,4499,7001
2020-07-06 11:00:00,BC,12,4500,7130
2020-07-06 12:00:00,BC,13,4501,7144
2020-07-06 13:00:00,BC,14,4502,7155
2020-07-06 14:00:00,BC,15,4503,7123
2020-07-06 15:00:00,BC,16,4504,7139
2020-07-06 16:00:00,BC,17,4505,7201
2020-07-06 17:00:00,BC,18,4506,7058
2020-07-06 18:00:00,BC,19,4507,6883
2020-07-06 19:00:00,BC,20,4508,6707
2020-07-06 20:00:00,BC,21,4509,6609
2020-07-06 21:00:00,BC,22,4510,6328
2020-07-06 22:00:00,BC,23,4511,5875
2020-07-06 23:00:00,BC,24,4512,5497
2020-07-07 00:00:00,BC,1,4513,5283
2020-07-07 01:00:00,BC,2,4514,5152
2020-07-07 02:00:00,BC,3,4515,5092
2020-07-07 03:00:00,BC,4,4516,5117
2020-07-07 04:00:00,BC,5,4517,5282
2020-07-07 05:00:00,BC,6,4518,5643
2020-07-07 06:00:00,BC,7,4519,6171
2020-07-07 07:00:00,BC,8,4520,6558
2020-07-07 08:00:00,BC,9,4521,6769
2020-07-07 09:00:00,BC,10,4522,6873
2020-07-07 10:00:00,BC,11,4523,6945
2020-07-07 11:00:00,BC,12,4524,7005
2020-07-07 12:00:00,BC,13,4525,7018
2020-07-07 13:00:00,BC,14,4526,6967
2020-07-07 14:00:00,BC,15,4527,6899
2020-07-07 15:00:00,BC,16,4528,6844
2020-07-07 16:00:00,BC,17,4529,6962
2020-07-07 17:00:00,BC,18,4530,6815
2020-07-07 18:00:00,BC,19,4531,6704
2020-07-07 19:00:00,BC,20,4532,6571
2020-07-07 20:00:00,BC,21,4533,6543
2020-07-07 21:00:00,BC,22,4534,6295
2020-07-07 22:00:00,BC,23,4535,5866
2020-07-07 23:00:00,BC,24,4536,5523
2020-07-08 00:00:00,BC,1,4537,5307
2020-07-08 01:00:00,BC,2,4538,5180
2020-07-08 02:00:00,BC,3,4539,5102
2020-07-08 03:00:00,BC,4,4540,5147
2020-07-08 04:00:00,BC,5,4541,5283
2020-07-08 05:00:00,BC,6,4542,5662
2020-07-08 06:00:00,BC,7,4543,6193
2020-07-08 07:00:00,BC,8,4544,6544
2020-07-08 08:00:00,BC,9,4545,6754
2020-07-08 09:00:00,BC,10,4546,6894
2020-07-08 10:00:00,BC,11,4547,7000
2020-07-08 11:00:00,BC,12,4548,7063
2020-07-08 12:00:00,BC,13,4549,7028
2020-07-08 13:00:00,BC,14,4550,6988
2020-07-08 14:00:00,BC,15,4551,6951
2020-07-08 15:00:00,BC,16,4552,7023
2020-07-08 16:00:00,BC,17,4553,7180
2020-07-08 17:00:00,BC,18,4554,7087
2020-07-08 18:00:00,BC,19,4555,6904
2020-07-08 19:00:00,BC,20,4556,6753
2020-07-08 20:00:00,BC,21,4557,6716
2020-07-08 21:00:00,BC,22,4558,6390
2020-07-08 22:00:00,BC,23,4559,5933
2020-07-08 23:00:00,BC,24,4560,5546
2020-07-09 00:00:00,BC,1,4561,5359
2020-07-09 01:00:00,BC,2,4562,5237
2020-07-09 02:00:00,BC,3,4563,5187
2020-07-09 03:00:00,BC,4,4564,5238
2020-07-09 04:00:00,BC,5,4565,5393
2020-07-09 05:00:00,BC,6,4566,5779
2020-07-09 06:00:00,BC,7,4567,6336
2020-07-09 07:00:00,BC,8,4568,6708
2020-07-09 08:00:00,BC,9,4569,6912
2020-07-09 09:00:00,BC,10,4570,7065
2020-07-09 10:00:00,BC,11,4571,7161
2020-07-09 11:00:00,BC,12,4572,7235
2020-07-09 12:00:00,BC,13,4573,7134
2020-07-09 13:00:00,BC,14,4574,7070
2020-07-09 14:00:00,BC,15,4575,7035
2020-07-09 15:00:00,BC,16,4576,7084
2020-07-09 16:00:00,BC,17,4577,7156
2020-07-09 17:00:00,BC,18,4578,7052
2020-07-09 18:00:00,BC,19,4579,6860
2020-07-09 19:00:00,BC,20,4580,6718
2020-07-09 20:00:00,BC,21,4581,6663
2020-07-09 21:00:00,BC,22,4582,6432
2020-07-09 22:00:00,BC,23,4583,5979
2020-07-09 23:00:00,BC,24,4584,5633
2020-07-10 00:00:00,BC,1,4585,5419
2020-07-10 01:00:00,BC,2,4586,5278
2020-07-10 02:00:00,BC,3,4587,5210
2020-07-10 03:00:00,BC,4,4588,5257
2020-07-10 04:00:00,BC,5,4589,5380
2020-07-10 05:00:00,BC,6,4590,5718
2020-07-10 06:00:00,BC,7,4591,6272
2020-07-10 07:00:00,BC,8,4592,6650
2020-07-10 08:00:00,BC,9,4593,6851
2020-07-10 09:00:00,BC,10,4594,7005
2020-07-10 10:00:00,BC,11,4595,7051
2020-07-10 11:00:00,BC,12,4596,7099
2020-07-10 12:00:00,BC,13,4597,7084
2020-07-10 13:00:00,BC,14,4598,7058
2020-07-10 14:00:00,BC,15,4599,7037
2020-07-10 15:00:00,BC,16,4600,7097
2020-07-10 16:00:00,BC,17,4601,7166
2020-07-10 17:00:00,BC,18,4602,7088
2020-07-10 18:00:00,BC,19,4603,6901
2020-07-10 19:00:00,BC,20,4604,6696
2020-07-10 20:00:00,BC,21,4605,6643
2020-07-10 21:00:00,BC,22,4606,6421
2020-07-10 22:00:00,BC,23,4607,6030
2020-07-10 23:00:00,BC,24,4608,5666
2020-07-11 00:00:00,BC,1,4609,5576
2020-07-11 01:00:00,BC,2,4610,5312
2020-07-11 02:00:00,BC,3,4611,5227
2020-07-11 03:00:00,BC,4,4612,5227
2020-07-11 04:00:00,BC,5,4613,5212
2020-07-11 05:00:00,BC,6,4614,5307
2020-07-11 06:00:00,BC,7,4615,5641
2020-07-11 07:00:00,BC,8,4616,6021
2020-07-11 08:00:00,BC,9,4617,6365
2020-07-11 09:00:00,BC,10,4618,6556
2020-07-11 10:00:00,BC,11,4619,6673
2020-07-11 11:00:00,BC,12,4620,6710
2020-07-11 12:00:00,BC,13,4621,6643
2020-07-11 13:00:00,BC,14,4622,6576
2020-07-11 14:00:00,BC,15,4623,6525
2020-07-11 15:00:00,BC,16,4624,6601
2020-07-11 16:00:00,BC,17,4625,6716
2020-07-11 17:00:00,BC,18,4626,6650
2020-07-11 18:00:00,BC,19,4627,6464
2020-07-11 19:00:00,BC,20,4628,6342
2020-07-11 20:00:00,BC,21,4629,6301
2020-07-11 21:00:00,BC,22,4630,6111
2020-07-11 22:00:00,BC,23,4631,5779
2020-07-11 23:00:00,BC,24,4632,5498
2020-07-12 00:00:00,BC,1,4633,5336
2020-07-12 01:00:00,BC,2,4634,5206
2020-07-12 02:00:00,BC,3,4635,5169
2020-07-12 03:00:00,BC,4,4636,5120
2020-07-12 04:00:00,BC,5,4637,5123
2020-07-12 05:00:00,BC,6,4638,5213
2020-07-12 06:00:00,BC,7,4639,5519
2020-07-12 07:00:00,BC,8,4640,5854
2020-07-12 08:00:00,BC,9,4641,6182
2020-07-12 09:00:00,BC,10,4642,6407
2020-07-12 10:00:00,BC,11,4643,6534
2020-07-12 11:00:00,BC,12,4644,6529
2020-07-12 12:00:00,BC,13,4645,6504
2020-07-12 13:00:00,BC,14,4646,6464
2020-07-12 14:00:00,BC,15,4647,6379
2020-07-12 15:00:00,BC,16,4648,6424
2020-07-12 16:00:00,BC,17,4649,6554
2020-07-12 17:00:00,BC,18,4650,6531
2020-07-12 18:00:00,BC,19,4651,6460
2020-07-12 19:00:00,BC,20,4652,6381
2020-07-12 20:00:00,BC,21,4653,6361
2020-07-12 21:00:00,BC,22,4654,6165
2020-07-12 22:00:00,BC,23,4655,5784
2020-07-12 23:00:00,BC,24,4656,5440
2020-07-13 00:00:00,BC,1,4657,5293
2020-07-13 01:00:00,BC,2,4658,5212
2020-07-13 02:00:00,BC,3,4659,5170
2020-07-13 03:00:00,BC,4,4660,5239
2020-07-13 04:00:00,BC,5,4661,5387
2020-07-13 05:00:00,BC,6,4662,5708
2020-07-13 06:00:00,BC,7,4663,6288
2020-07-13 07:00:00,BC,8,4664,6671
2020-07-13 08:00:00,BC,9,4665,6884
2020-07-13 09:00:00,BC,10,4666,7032
2020-07-13 10:00:00,BC,11,4667,7121
2020-07-13 11:00:00,BC,12,4668,7201
2020-07-13 12:00:00,BC,13,4669,7196
2020-07-13 13:00:00,BC,14,4670,7114
2020-07-13 14:00:00,BC,15,4671,7070
2020-07-13 15:00:00,BC,16,4672,7133
2020-07-13 16:00:00,BC,17,4673,7255
