,scenario,variable,year,value,region,sector
24472,Canada Net-zero,Total End-Use,2041,720.74467,British Columbia,"Industrial"
24477,Canada Net-zero,Total End-Use,2041,1310.96917,British Columbia,"Total End-Use"
24526,Canada Net-zero,Total End-Use,2042,136.26500,British Columbia,"Commercial"
24527,Canada Net-zero,Total End-Use,2042,142.45160,British Columbia,"Residential"
24534,Canada Net-zero,Total End-Use,2042,309.55100,British Columbia,"Transportation"
24542,Canada Net-zero,Total End-Use,2042,722.78183,British Columbia,"Industrial"
24547,Canada Net-zero,Total End-Use,2042,1311.04943,British Columbia,"Total End-Use"
24596,Canada Net-zero,Total End-Use,2043,135.31250,British Columbia,"Commercial"
24597,Canada Net-zero,Total End-Use,2043,142.06610,British Columbia,"Residential"
24604,Canada Net-zero,Total End-Use,2043,309.62010,British Columbia,"Transportation"
24614,Canada Net-zero,Total End-Use,2043,736.05354,British Columbia,"Industrial"
24617,Canada Net-zero,Total End-Use,2043,1323.05224,British Columbia,"Total End-Use"
24666,Canada Net-zero,Total End-Use,2044,134.33280,British Columbia,"Commercial"
24668,Canada Net-zero,Total End-Use,2044,141.74970,British Columbia,"Residential"
24674,Canada Net-zero,Total End-Use,2044,310.11100,British Columbia,"Transportation"
24684,Canada Net-zero,Total End-Use,2044,751.58467,British Columbia,"Industrial"
24687,Canada Net-zero,Total End-Use,2044,1337.77817,British Columbia,"Total End-Use"
24736,Canada Net-zero,Total End-Use,2045,133.42110,British Columbia,"Commercial"
24738,Canada Net-zero,Total End-Use,2045,141.52530,British Columbia,"Residential"
24744,Canada Net-zero,Total End-Use,2045,311.10080,British Columbia,"Transportation"
24754,Canada Net-zero,Total End-Use,2045,769.48521,British Columbia,"Industrial"
24757,Canada Net-zero,Total End-Use,2045,1355.53241,British Columbia,"Total End-Use"
24806,Canada Net-zero,Total End-Use,2046,132.70960,British Columbia,"Commercial"
24808,Canada Net-zero,Total End-Use,2046,141.38240,British Columbia,"Residential"
24815,Canada Net-zero,Total End-Use,2046,312.56650,British Columbia,"Transportation"
24824,Canada Net-zero,Total End-Use,2046,789.32336,British Columbia,"Industrial"
24828,Canada Net-zero,Total End-Use,2046,1375.98186,British Columbia,"Total End-Use"
24876,Canada Net-zero,Total End-Use,2047,132.14450,British Columbia,"Commercial"
24878,Canada Net-zero,Total End-Use,2047,141.34580,British Columbia,"Residential"
24885,Canada Net-zero,Total End-Use,2047,314.41000,British Columbia,"Transportation"
24894,Canada Net-zero,Total End-Use,2047,811.96817,British Columbia,"Industrial"
24898,Canada Net-zero,Total End-Use,2047,1399.86847,British Columbia,"Total End-Use"
24946,Canada Net-zero,Total End-Use,2048,131.71570,British Columbia,"Commercial"
24948,Canada Net-zero,Total End-Use,2048,141.42590,British Columbia,"Residential"
24955,Canada Net-zero,Total End-Use,2048,316.52730,British Columbia,"Transportation"
24964,Canada Net-zero,Total End-Use,2048,836.71972,British Columbia,"Industrial"
24968,Canada Net-zero,Total End-Use,2048,1426.38862,British Columbia,"Total End-Use"
25016,Canada Net-zero,Total End-Use,2049,131.37100,British Columbia,"Commercial"
25018,Canada Net-zero,Total End-Use,2049,141.61170,British Columbia,"Residential"
25025,Canada Net-zero,Total End-Use,2049,318.93090,British Columbia,"Transportation"
25034,Canada Net-zero,Total End-Use,2049,863.50664,British Columbia,"Industrial"
25038,Canada Net-zero,Total End-Use,2049,1455.42024,British Columbia,"Total End-Use"
25086,Canada Net-zero,Total End-Use,2050,131.20690,British Columbia,"Commercial"
25088,Canada Net-zero,Total End-Use,2050,141.91750,British Columbia,"Residential"
25095,Canada Net-zero,Total End-Use,2050,321.71450,British Columbia,"Transportation"
25104,Canada Net-zero,Total End-Use,2050,892.96166,British Columbia,"Industrial"
25108,Canada Net-zero,Total End-Use,2050,1487.80056,British Columbia,"Total End-Use"
