"Scenario","Region","Variable","Year","Value","Sector"
"Higher Scenario","Nova Scotia","RPP","2028","11.269900","Residential"
"Higher Scenario","Nova Scotia","RPP","2028","101.948300","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2029","3.220700","Commercial"
"Higher Scenario","Nova Scotia","RPP","2029","11.503200","Industrial"
"Higher Scenario","Nova Scotia","RPP","2029","11.093000","Residential"
"Higher Scenario","Nova Scotia","RPP","2029","100.395700","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2030","3.230700","Commercial"
"Higher Scenario","Nova Scotia","RPP","2030","11.481300","Industrial"
"Higher Scenario","Nova Scotia","RPP","2030","10.900100","Residential"
"Higher Scenario","Nova Scotia","RPP","2030","98.532600","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2031","3.274600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2031","11.728400","Industrial"
"Higher Scenario","Nova Scotia","RPP","2031","10.743000","Residential"
"Higher Scenario","Nova Scotia","RPP","2031","97.968400","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2032","3.284900","Commercial"
"Higher Scenario","Nova Scotia","RPP","2032","12.129300","Industrial"
"Higher Scenario","Nova Scotia","RPP","2032","10.528100","Residential"
"Higher Scenario","Nova Scotia","RPP","2032","97.998100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2033","3.323800","Commercial"
"Higher Scenario","Nova Scotia","RPP","2033","12.335600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2033","10.337900","Residential"
"Higher Scenario","Nova Scotia","RPP","2033","97.133500","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2034","3.361300","Commercial"
"Higher Scenario","Nova Scotia","RPP","2034","12.538800","Industrial"
"Higher Scenario","Nova Scotia","RPP","2034","10.164900","Residential"
"Higher Scenario","Nova Scotia","RPP","2034","96.201400","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2035","3.415800","Commercial"
"Higher Scenario","Nova Scotia","RPP","2035","12.725000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2035","10.005000","Residential"
"Higher Scenario","Nova Scotia","RPP","2035","95.226000","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2036","3.465100","Commercial"
"Higher Scenario","Nova Scotia","RPP","2036","12.896900","Industrial"
"Higher Scenario","Nova Scotia","RPP","2036","9.860700","Residential"
"Higher Scenario","Nova Scotia","RPP","2036","94.307300","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2037","3.528400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2037","13.106000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2037","9.715800","Residential"
"Higher Scenario","Nova Scotia","RPP","2037","93.545200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2038","3.588300","Commercial"
"Higher Scenario","Nova Scotia","RPP","2038","13.310700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2038","9.590300","Residential"
"Higher Scenario","Nova Scotia","RPP","2038","92.841800","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2039","3.652300","Commercial"
"Higher Scenario","Nova Scotia","RPP","2039","13.508200","Industrial"
"Higher Scenario","Nova Scotia","RPP","2039","9.471300","Residential"
"Higher Scenario","Nova Scotia","RPP","2039","92.187100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2040","3.722200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2040","13.731600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2040","9.362800","Residential"
"Higher Scenario","Nova Scotia","RPP","2040","91.647900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2041","3.806200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2041","13.941100","Industrial"
"Higher Scenario","Nova Scotia","RPP","2041","9.266600","Residential"
"Higher Scenario","Nova Scotia","RPP","2041","91.157900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2042","3.878200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2042","14.155500","Industrial"
"Higher Scenario","Nova Scotia","RPP","2042","9.171500","Residential"
"Higher Scenario","Nova Scotia","RPP","2042","90.727100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2043","3.951000","Commercial"
"Higher Scenario","Nova Scotia","RPP","2043","14.365800","Industrial"
"Higher Scenario","Nova Scotia","RPP","2043","9.082000","Residential"
"Higher Scenario","Nova Scotia","RPP","2043","90.301900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2044","4.019600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2044","14.602000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2044","8.986900","Residential"
"Higher Scenario","Nova Scotia","RPP","2044","90.028600","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2045","4.116600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2045","14.642600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2045","8.898300","Residential"
"Higher Scenario","Nova Scotia","RPP","2045","89.451200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2046","4.254100","Commercial"
"Higher Scenario","Nova Scotia","RPP","2046","14.689600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2046","8.814900","Residential"
"Higher Scenario","Nova Scotia","RPP","2046","88.985000","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2047","4.327800","Commercial"
"Higher Scenario","Nova Scotia","RPP","2047","14.831800","Industrial"
"Higher Scenario","Nova Scotia","RPP","2047","8.726100","Residential"
"Higher Scenario","Nova Scotia","RPP","2047","88.708700","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2048","4.421600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2048","15.069900","Industrial"
"Higher Scenario","Nova Scotia","RPP","2048","8.647400","Residential"
"Higher Scenario","Nova Scotia","RPP","2048","88.746800","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2049","4.504600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2049","15.329100","Industrial"
"Higher Scenario","Nova Scotia","RPP","2049","8.570600","Residential"
"Higher Scenario","Nova Scotia","RPP","2049","88.885900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2050","4.602900","Commercial"
"Higher Scenario","Nova Scotia","RPP","2050","15.610900","Industrial"
"Higher Scenario","Nova Scotia","RPP","2050","8.503000","Residential"
"Higher Scenario","Nova Scotia","RPP","2050","89.196100","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2005","28.706300","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2005","83.606600","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2005","37.357100","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2005","233.984600","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2005","84.314600","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2006","25.488300","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2006","72.678200","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2006","38.099200","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2006","218.280800","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2006","82.015100","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2007","27.759200","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2007","81.350500","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2007","43.450200","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2007","233.529200","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2007","80.969300","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2008","24.920200","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2008","84.235900","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2008","43.480600","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2008","233.397200","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2008","80.760500","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2009","24.066500","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2009","78.482400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2009","44.754800","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2009","225.031200","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2009","77.727500","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2010","21.701100","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2010","75.038400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2010","43.865300","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2010","219.179400","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2010","78.574600","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2011","23.954200","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2011","66.590900","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2011","47.677500","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2011","223.927300","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2011","85.704700","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2012","23.366900","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2012","65.057400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2012","43.818100","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2012","214.467700","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2012","82.225300","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2013","22.581500","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2013","62.195800","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2013","42.798300","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2013","203.463000","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2013","75.887400","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2014","21.027500","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2014","40.639600","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2014","40.577600","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2014","173.883100","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2014","71.638400","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2015","23.377500","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2015","35.398400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2015","41.771500","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2015","180.011700","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2015","79.464300","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2016","22.455600","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2016","36.209600","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2016","37.725400","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2016","175.464200","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2016","79.073600","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2017","22.912500","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2017","35.627700","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2017","38.616400","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2017","180.860500","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2017","83.703900","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2018","23.759900","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2018","34.660500","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2018","40.427700","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2018","185.907400","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2018","87.059300","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2019","24.300800","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2019","27.514400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2019","39.741400","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2019","179.588400","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2019","88.031800","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2020","22.217000","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2020","25.546400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2020","38.435400","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2020","159.328700","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2020","73.129900","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2021","21.245600","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2021","27.761600","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2021","36.387500","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2021","163.777700","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2021","78.383000","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2022","22.435600","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2022","28.057600","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2022","38.240900","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2022","171.042200","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2022","82.308100","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2023","22.527900","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2023","25.306400","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2023","35.650000","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2023","169.518100","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2023","86.033800","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2024","22.169300","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2024","25.756100","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2024","35.232300","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2024","168.942400","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2024","85.784700","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2025","21.844900","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2025","25.209100","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2025","34.686200","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2025","166.576000","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2025","84.835800","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2026","21.623800","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2026","25.477800","Industrial"
"Higher Scenario","Nova Scotia","Total End-Use","2026","34.141600","Residential"
"Higher Scenario","Nova Scotia","Total End-Use","2026","165.171500","Total End-Use"
"Higher Scenario","Nova Scotia","Total End-Use","2026","83.928300","Transportation"
"Higher Scenario","Nova Scotia","Total End-Use","2027","21.194300","Commercial"
"Higher Scenario","Nova Scotia","Total End-Use","2027","26.788800","Industrial"
