REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,PWRHYDB02,1,2045,0.4053948334921724
REGION1,PWRHYDB02,2,2045,0.4917450305676871
REGION1,PWRHYDB02,3,2045,0.5351707530052431
REGION1,PWRHYDB02,4,2045,0.4437127009031176
REGION1,PWRHYDB02,5,2045,0.6480165310318824
REGION1,PWRHYDB02,6,2045,0.667366555
REGION1,PWRHYDB02,7,2045,0.6704279728488056
REGION1,PWRHYDB02,8,2045,0.64096745
REGION1,PWRHYDB02,1,2046,0.4053948334921724
REGION1,PWRHYDB02,2,2046,0.4917450305676871
REGION1,PWRHYDB02,3,2046,0.5351707530052431
REGION1,PWRHYDB02,4,2046,0.4437127009031176
REGION1,PWRHYDB02,5,2046,0.6480165310318824
REGION1,PWRHYDB02,6,2046,0.667366555
REGION1,PWRHYDB02,7,2046,0.6704279728488056
REGION1,PWRHYDB02,8,2046,0.64096745
REGION1,PWRHYDB02,1,2047,0.4053948334921724
REGION1,PWRHYDB02,2,2047,0.4917450305676871
REGION1,PWRHYDB02,3,2047,0.5351707530052431
REGION1,PWRHYDB02,4,2047,0.4437127009031176
REGION1,PWRHYDB02,5,2047,0.6480165310318824
REGION1,PWRHYDB02,6,2047,0.667366555
REGION1,PWRHYDB02,7,2047,0.6704279728488056
REGION1,PWRHYDB02,8,2047,0.64096745
REGION1,PWRHYDB02,1,2048,0.4053948334921724
REGION1,PWRHYDB02,2,2048,0.4917450305676871
REGION1,PWRHYDB02,3,2048,0.5351707530052431
REGION1,PWRHYDB02,4,2048,0.4437127009031176
REGION1,PWRHYDB02,5,2048,0.6480165310318824
REGION1,PWRHYDB02,6,2048,0.667366555
REGION1,PWRHYDB02,7,2048,0.6704279728488056
REGION1,PWRHYDB02,8,2048,0.64096745
REGION1,PWRHYDB02,1,2049,0.4053948334921724
REGION1,PWRHYDB02,2,2049,0.4917450305676871
REGION1,PWRHYDB02,3,2049,0.5351707530052431
REGION1,PWRHYDB02,4,2049,0.4437127009031176
REGION1,PWRHYDB02,5,2049,0.6480165310318824
REGION1,PWRHYDB02,6,2049,0.667366555
REGION1,PWRHYDB02,7,2049,0.6704279728488056
REGION1,PWRHYDB02,8,2049,0.64096745
REGION1,PWRHYDB02,1,2050,0.4053948334921724
REGION1,PWRHYDB02,2,2050,0.4917450305676871
REGION1,PWRHYDB02,3,2050,0.5351707530052431
REGION1,PWRHYDB02,4,2050,0.4437127009031176
REGION1,PWRHYDB02,5,2050,0.6480165310318824
REGION1,PWRHYDB02,6,2050,0.667366555
REGION1,PWRHYDB02,7,2050,0.6704279728488056
REGION1,PWRHYDB02,8,2050,0.64096745
REGION1,PWRSOLB01,1,2021,0
REGION1,PWRSOLB01,2,2021,0.3069447604365529
REGION1,PWRSOLB01,3,2021,0.5767483994436052
REGION1,PWRSOLB01,4,2021,0.01061989
REGION1,PWRSOLB01,5,2021,0
REGION1,PWRSOLB01,6,2021,0.065390871
REGION1,PWRSOLB01,7,2021,0.3097777356286008
REGION1,PWRSOLB01,8,2021,0
REGION1,PWRSOLB01,1,2022,0
REGION1,PWRSOLB01,2,2022,0.3069447604365529
REGION1,PWRSOLB01,3,2022,0.5767483994436052
REGION1,PWRSOLB01,4,2022,0.01061989
REGION1,PWRSOLB01,5,2022,0
REGION1,PWRSOLB01,6,2022,0.065390871
REGION1,PWRSOLB01,7,2022,0.3097777356286008
REGION1,PWRSOLB01,8,2022,0
REGION1,PWRSOLB01,1,2023,0
REGION1,PWRSOLB01,2,2023,0.3069447604365529
REGION1,PWRSOLB01,3,2023,0.5767483994436052
REGION1,PWRSOLB01,4,2023,0.01061989
REGION1,PWRSOLB01,5,2023,0
REGION1,PWRSOLB01,6,2023,0.065390871
REGION1,PWRSOLB01,7,2023,0.3097777356286008
REGION1,PWRSOLB01,8,2023,0
REGION1,PWRSOLB01,1,2024,0
REGION1,PWRSOLB01,2,2024,0.3069447604365529
REGION1,PWRSOLB01,3,2024,0.5767483994436052
REGION1,PWRSOLB01,4,2024,0.01061989
